date,mkey,Epi_1y,Epi_5y,Epi_10y,Epi_20y,Epi_30y
1967-08-31,1967-08,2.9293017279122746,3.3354095945215505,3.4135378595407517,3.4527425154950007,3.465810818547403
1967-09-30,1967-09,3.1141827817764867,3.418574676553216,3.4771345139269005,3.5065197597967255,3.5163149050147924
1967-10-31,1967-10,2.96226105262969,3.4086009568556106,3.49446918348506,3.537557741532288,3.5519206869770668
1967-11-30,1967-11,3.1470341571664644,3.49313095663894,3.559714110265704,3.593125445198646,3.604262628771907
1967-12-31,1967-12,3.3322187335503983,3.5784185250688836,3.625783188846586,3.6495507120001736,3.657473270885489
1968-01-31,1968-01,3.6812759078895443,3.709755772952474,3.7152348159070603,3.7179841921275654,3.7189006567866754
1968-02-29,1968-02,3.866787048823733,3.795644585589254,3.781957982401511,3.7750900637420357,3.7728007427367447
1968-03-31,1968-03,3.8821896597391543,3.834074051727461,3.8248174248965547,3.8201724622813815,3.818624131409839
1968-04-30,1968-04,3.897574003271538,3.8724090309006454,3.86756771707186,3.865138352449755,3.8643285590123764
1968-05-31,1968-05,3.9129670134172194,3.9106996616923793,3.9102634616799805,3.9100445771135677,3.9099716151202086
1968-06-30,1968-06,4.0900105346308235,3.9939600664531083,3.9754815856109067,3.9662091093336254,3.9631182639457934
1968-07-31,1968-07,4.26601000186182,4.076751523745426,4.040341402811634,4.022070854193779,4.015980631987763
1968-08-31,1968-08,4.2802128241519775,4.114176671757787,4.082234132389292,4.066205410057636,4.060862468106625
1968-09-30,1968-09,4.294261192713024,4.151250332656083,4.123737468971759,4.109931551807274,4.10532954969731
1968-10-31,1968-10,4.467878790530491,4.232453200098845,4.187161309855205,4.164433901610788,4.156858049934387
1968-11-30,1968-11,4.481089511852424,4.2685906319244316,4.227709451892351,4.207195331967028,4.200357247828492
1968-12-31,1968-12,4.494092194324871,4.3042753349146965,4.267757790891402,4.24943333751495,4.243325146940021
1969-01-31,1969-01,4.34166301090498,4.293581309316061,4.284331205505766,4.279689516133367,4.2781422763497945
1969-02-28,1969-02,4.512337728919019,4.3726910736164015,4.345825425862217,4.332344280761504,4.32785053670531
1969-03-31,1969-03,4.838872384292092,4.49490430596804,4.428730682182263,4.3955248487603935,4.384456166133233
1969-04-30,1969-04,5.006769271845996,4.5723426143768,4.488766294347485,4.446827811880656,4.432848227438595
1969-05-31,1969-05,5.017296748907149,4.605190794877255,4.525908599579582,4.486124902998338,4.472863585157028
1969-06-30,1969-06,5.018867330437725,4.634781268011497,4.5608896245770465,4.523810899508344,4.5114512446612265
1969-07-31,1969-07,5.020177067186018,4.663585490893129,4.594983320221488,4.56055884531173,4.549083946231746
1969-08-31,1969-08,5.1833438665022085,4.736758576395832,4.650843141685288,4.607730894687881,4.5933600528753775
1969-09-30,1969-09,5.191824246389852,4.766065396602407,4.684156615745257,4.643054902142026,4.6293542424559195
1969-10-31,1969-10,5.191185822134602,4.792044094904052,4.7152559969396926,4.676723834970731,4.663879698027856
1969-11-30,1969-11,5.350861204655031,4.861883231829035,4.767812164039903,4.720607431578284,4.704872419133949
1969-12-31,1969-12,5.5091472777986255,4.930427258054239,4.819091342667974,4.763223133422612,4.744600276732696
1970-01-31,1970-01,5.514770603934375,4.955422517464883,4.847813433448501,4.7938153430598645,4.77581586334824
1970-02-28,1970-02,5.510517437532871,4.976630627790563,4.873919861535118,4.822379740263355,4.80519958888228
1970-03-31,1970-03,5.347645816991673,4.952716295437038,4.876738554396102,4.83861302841701,4.82590443767951
1970-04-30,1970-04,5.4918778427861055,5.0135097179017825,4.921479804889388,4.875299321087992,4.859905727068764
1970-05-31,1970-05,5.495571005103795,5.034313915107591,4.94557587496546,4.901047248443784,4.886204277073965
1970-06-30,1970-06,5.489902008490308,5.051656324814266,4.967345288922155,4.925038127045668,4.910935648673349
1970-07-31,1970-07,5.4839051854020235,5.068093213621296,4.988098043370883,4.94795657693875,4.9345760017102585
1970-08-31,1970-08,5.186697129457386,5.002737437316614,4.967346712925025,4.949587696090299,4.943667985579902
1970-09-30,1970-09,5.334788742866479,5.060929963471293,5.008244179585684,4.981806525678899,4.972993917460845
1970-10-31,1970-10,5.329000517691305,5.075801576063527,5.027090394526359,5.002647190612638,4.994499403352652
1970-11-30,1970-11,5.323085495483357,5.090167437035918,5.045357953412574,5.022872616146874,5.01537745531785
1970-12-31,1970-12,5.31706501515061,5.104071167595736,5.063094764188024,5.042532861303748,5.0356788494093605
1971-01-31,1971-01,5.176473815457112,5.080139212246752,5.061606068643847,5.052306162668411,5.04920617398881
1971-02-28,1971-02,5.0294612831319006,5.05424172891761,5.059009066353855,5.061401309723906,5.062198729330685
1971-03-31,1971-03,4.884118134615108,5.0288547423197425,5.056699610578864,5.07067212718245,5.075329662797442
1971-04-30,1971-04,4.594586444347381,4.963620930913301,5.034616906461311,5.070242589366365,5.082117893697446
1971-05-31,1971-05,4.738456848710558,5.019652840054947,5.07375017906372,5.100896149390311,5.109944864606519
