currency,month,usd_per_unit
JPY,2015-11,0.008153733758
JPY,2015-12,0.008221317877
JPY,2016-01,0.008458390639
JPY,2016-02,0.008724823431
JPY,2016-03,0.008854909649
JPY,2016-04,0.009128093625
JPY,2016-05,0.009187114888
JPY,2016-06,0.00949208787
JPY,2016-07,0.009597757964
JPY,2016-08,0.009877684631
JPY,2016-09,0.009824697915
JPY,2016-10,0.009623944374
JPY,2016-11,0.009221434302
JPY,2016-12,0.008620830858
JPY,2017-01,0.008705334019
JPY,2017-02,0.008856485959
JPY,2017-03,0.008856101633
JPY,2017-04,0.009083394646
JPY,2017-05,0.008909193932
JPY,2017-06,0.009015986245
JPY,2017-07,0.008895451756
JPY,2017-08,0.009105229133
JPY,2017-09,0.009027226114
JPY,2017-10,0.008856234967
JPY,2017-11,0.008863755219
JPY,2017-12,0.0088542197
JPY,2018-01,0.00901949112
JPY,2018-02,0.00926183199
JPY,2018-03,0.009429798919
JPY,2018-04,0.009288828697
JPY,2018-05,0.009116750936
JPY,2018-06,0.00908563942
JPY,2018-07,0.008966921028
JPY,2018-08,0.009009293086
JPY,2018-09,0.008920813507
JPY,2018-10,0.008871398434
JPY,2018-11,0.008823166105
JPY,2018-12,0.008912703633
JPY,2019-01,0.009177637768
JPY,2019-02,0.00905469033
JPY,2019-03,0.008997312503
JPY,2019-04,0.008957250626
JPY,2019-05,0.009093273342
JPY,2019-06,0.009253390211
JPY,2019-07,0.009234770017
JPY,2019-08,0.009417206743
JPY,2019-09,0.009298865538
JPY,2019-10,0.009247545701
JPY,2019-11,0.009186287812
JPY,2019-12,0.009165818828
JPY,2020-01,0.009151919112
JPY,2020-02,0.009088471728
JPY,2020-03,0.009287871062
JPY,2020-04,0.00928172447
JPY,2020-05,0.009328358209
JPY,2020-06,0.009295563599
JPY,2020-07,0.009373670111
JPY,2020-08,0.009432814308
JPY,2020-09,0.009470683499
JPY,2020-10,0.009504845095
JPY,2020-11,0.009577984428
JPY,2020-12,0.009634356887
JPY,2021-01,0.009634997394
JPY,2021-02,0.009489700828
JPY,2021-03,0.009199708185
JPY,2021-04,0.009170567979
JPY,2021-05,0.009164894787
JPY,2021-06,0.009082049964
JPY,2021-07,0.009073232784
JPY,2021-08,0.009103098968
JPY,2021-09,0.009077622752
JPY,2021-10,0.00884005251
JPY,2021-11,0.008774623788
JPY,2021-12,0.008784806501
JPY,2022-01,0.008708866933
JPY,2022-02,0.00867481
JPY,2022-03,0.008433310226
JPY,2022-04,0.007913001299
JPY,2022-05,0.007761046686
JPY,2022-06,0.007464809024
JPY,2022-07,0.007314807365
JPY,2022-08,0.00739188445
JPY,2022-09,0.006979131698
JPY,2022-10,0.006800338657
JPY,2022-11,0.007020253431
JPY,2022-12,0.007412085257
JPY,2023-01,0.00766591924
JPY,2023-02,0.007516180457
JPY,2023-03,0.007481429222
JPY,2023-04,0.007492067773
JPY,2023-05,0.007296436712
JPY,2023-06,0.007074232039
JPY,2023-07,0.007095419197
JPY,2023-08,0.006907012275
JPY,2023-09,0.006763840509
JPY,2023-10,0.006684791364
JPY,2023-11,0.006680963929
JPY,2023-12,0.006945336727
JPY,2024-01,0.006835536313
JPY,2024-02,0.006683821809
JPY,2024-03,0.006674738651
JPY,2024-04,0.006498148028
JPY,2024-05,0.00641563979
JPY,2024-06,0.006334726973
JPY,2024-07,0.006348472748
JPY,2024-08,0.006836947686
JPY,2024-09,0.006995257216
JPY,2024-10,0.006671519085
JPY,2024-11,0.006505647553
JPY,2024-12,0.006501346104
JPY,2025-01,0.006390515453
JPY,2025-02,0.00659754202
JPY,2025-03,0.006708815921
JPY,2025-04,0.006938248203
JPY,2025-05,0.006902444984
JPY,2025-06,0.006921205536
JPY,2025-07,0.00679341365
JPY,2025-08,0.006780644785
JPY,2025-09,0.006763021691
JPY,2025-10,0.006607005408
JPY,2025-11,0.006445745196
JPY,2025-12,0.006413751082
JPY,2026-01,0.00638363746
JPY,2026-02,0.006447386745
JPY,2026-03,0.0063018842
JPY,2026-04,0.006284671748
JPY,2026-05,0.006322991028
JPY,2026-06,0.006220065933
JPY,2026-07,0.00616030974
JPY,2026-08,0.006295342202
MXN,1993-11,0.317480475
MXN,1993-12,0.3217192678
MXN,1994-01,0.3217710277
MXN,1994-02,0.3203280159
MXN,1994-03,0.3027917398
MXN,1994-04,0.2985520227
MXN,1994-05,0.3015045075
MXN,1994-06,0.2969914763
MXN,1994-07,0.2938497253
MXN,1994-08,0.2957354942
MXN,1994-09,0.2939274587
MXN,1994-10,0.2922951011
MXN,1994-11,0.290486565
MXN,1994-12,0.2515849854
MXN,1995-01,0.1772892474
MXN,1995-02,0.1761214534
MXN,1995-03,0.1475579165
MXN,1995-04,0.1605522999
MXN,1995-05,0.1673892302
MXN,1995-06,0.160436387
MXN,1995-07,0.163345312
MXN,1995-08,0.1611681467
MXN,1995-09,0.1583105102
MXN,1995-10,0.1482535729
MXN,1995-11,0.1299781637
MXN,1995-12,0.1300897619
MXN,1996-01,0.1336791166
MXN,1996-02,0.1330087919
MXN,1996-03,0.1321318147
MXN,1996-04,0.1338795619
MXN,1996-05,0.1344664372
MXN,1996-06,0.1321912014
MXN,1996-07,0.1312697725
MXN,1996-08,0.1330795949
MXN,1996-09,0.1325539163
MXN,1996-10,0.1292908397
MXN,1996-11,0.1263918907
MXN,1996-12,0.1269534969
MXN,1997-01,0.1277318653
MXN,1997-02,0.1281673353
MXN,1997-03,0.1256881426
MXN,1997-04,0.1264878129
MXN,1997-05,0.1265230209
MXN,1997-06,0.125789328
MXN,1997-07,0.1270987176
MXN,1997-08,0.1285049731
MXN,1997-09,0.128519837
MXN,1997-10,0.127051888
MXN,1997-11,0.1208955946
MXN,1997-12,0.1230451206
MXN,1998-01,0.1215480358
MXN,1998-02,0.1176180003
MXN,1998-03,0.1167119898
MXN,1998-04,0.1176235341
MXN,1998-05,0.1164849501
MXN,1998-06,0.1121076233
MXN,1998-07,0.1123721766
MXN,1998-08,0.1067099198
MXN,1998-09,0.09785501801
MXN,1998-10,0.09843100971
MXN,1998-11,0.1003159954
MXN,1998-12,0.1009417869
MXN,1999-01,0.09873715183
MXN,1999-02,0.09994303247
MXN,1999-03,0.1027495787
MXN,1999-04,0.1060400407
MXN,1999-05,0.1064339311
MXN,1999-06,0.1051016333
MXN,1999-07,0.1067247249
MXN,1999-08,0.1064067504
MXN,1999-09,0.1070514811
MXN,1999-10,0.1044364609
MXN,1999-11,0.1062010811
MXN,1999-12,0.1060771605
MXN,2000-01,0.1053352294
MXN,2000-02,0.1060839124
MXN,2000-03,0.1076588506
MXN,2000-04,0.1064543258
MXN,2000-05,0.1051978245
MXN,2000-06,0.1016849191
MXN,2000-07,0.1061661288
MXN,2000-08,0.1078469436
MXN,2000-09,0.1068204882
MXN,2000-10,0.1048547761
MXN,2000-11,0.1051734837
MXN,2000-12,0.1056267362
MXN,2001-01,0.1023667185
MXN,2001-02,0.1029781274
MXN,2001-03,0.1041775185
MXN,2001-04,0.1072087139
MXN,2001-05,0.1093194862
MXN,2001-06,0.1100340005
MXN,2001-07,0.1090726642
MXN,2001-08,0.1094906495
MXN,2001-09,0.1060974186
MXN,2001-10,0.107076699
MXN,2001-11,0.108401084
MXN,2001-12,0.1092013017
MXN,2002-01,0.1091274172
MXN,2002-02,0.1098297639
MXN,2002-03,0.1103265666
MXN,2002-04,0.1091119379
MXN,2002-05,0.1051535768
MXN,2002-06,0.1023845358
MXN,2002-07,0.1022578534
MXN,2002-08,0.1016373782
MXN,2002-09,0.0992969774
MXN,2002-10,0.09906777226
MXN,2002-11,0.09808537351
MXN,2002-12,0.09779855454
MXN,2003-01,0.09414157009
MXN,2003-02,0.0913684249
MXN,2003-03,0.09169853191
MXN,2003-04,0.09444029956
MXN,2003-05,0.09753433208
MXN,2003-06,0.09521270518
MXN,2003-07,0.09561966323
MXN,2003-08,0.09273856997
MXN,2003-09,0.09155077864
MXN,2003-10,0.08944863859
MXN,2003-11,0.08969092507
MXN,2003-12,0.08887703862
MXN,2004-01,0.09157257584
MXN,2004-02,0.09064621688
MXN,2004-03,0.09075233687
MXN,2004-04,0.08873035732
MXN,2004-05,0.08680630908
MXN,2004-06,0.08777627583
MXN,2004-07,0.08720068365
MXN,2004-08,0.08775547814
MXN,2004-09,0.08705493166
MXN,2004-10,0.08769083718
MXN,2004-11,0.08794301293
MXN,2004-12,0.08927614898
MXN,2005-01,0.08878865636
MXN,2005-02,0.08978836881
MXN,2005-03,0.08964429145
MXN,2005-04,0.08999199071
MXN,2005-05,0.09110455158
MXN,2005-06,0.09242400436
MXN,2005-07,0.09369963645
MXN,2005-08,0.09357863413
MXN,2005-09,0.09271449498
MXN,2005-10,0.0922900862
MXN,2005-11,0.09370753877
MXN,2005-12,0.09410347618
MXN,2006-01,0.094856861
MXN,2006-02,0.09538162187
MXN,2006-03,0.09302931354
MXN,2006-04,0.09050674728
MXN,2006-05,0.09016482129
MXN,2006-06,0.08777011252
MXN,2006-07,0.09104980424
MXN,2006-08,0.09196670805
MXN,2006-09,0.09100174723
MXN,2006-10,0.09186616936
MXN,2006-11,0.09163131225
MXN,2006-12,0.09212684023
MXN,2007-01,0.09127502077
MXN,2007-02,0.09094960482
MXN,2007-03,0.08997336788
MXN,2007-04,0.09107302235
MXN,2007-05,0.09240350764
MXN,2007-06,0.09231053263
MXN,2007-07,0.09246759011
MXN,2007-08,0.09054854307
MXN,2007-09,0.09064621688
MXN,2007-10,0.09240948491
MXN,2007-11,0.0919024731
MXN,2007-12,0.09219733918
MXN,2008-01,0.09169516858
MXN,2008-02,0.09286861877
MXN,2008-03,0.09317233154
MXN,2008-04,0.09510585281
MXN,2008-05,0.095802876
MXN,2008-06,0.09683448082
MXN,2008-07,0.09794894901
MXN,2008-08,0.09885916523
MXN,2008-09,0.09377959919
MXN,2008-10,0.07899330927
MXN,2008-11,0.07622764624
MXN,2008-12,0.07453397631
MXN,2009-01,0.07202587169
MXN,2009-02,0.06846220202
MXN,2009-03,0.06827523111
MXN,2009-04,0.07460737867
MXN,2009-05,0.07581788544
MXN,2009-06,0.07495465244
MXN,2009-07,0.07483741571
MXN,2009-08,0.07688581687
MXN,2009-09,0.07459346561
MXN,2009-10,0.0756000756
MXN,2009-11,0.07626892423
MXN,2009-12,0.07774719721
MXN,2010-01,0.07806645016
MXN,2010-02,0.07728214164
MXN,2010-03,0.07957158658
MXN,2010-04,0.08170201641
MXN,2010-05,0.07857805158
MXN,2010-06,0.0786769681
MXN,2010-07,0.07810181352
MXN,2010-08,0.07833307222
MXN,2010-09,0.07813904061
MXN,2010-10,0.08039037566
MXN,2010-11,0.08105304111
MXN,2010-12,0.08070894739
MXN,2011-01,0.08245382586
MXN,2011-02,0.08288506328
MXN,2011-03,0.0833590357
MXN,2011-04,0.08542700689
MXN,2011-05,0.08580597553
MXN,2011-06,0.08470628097
MXN,2011-07,0.08565970824
MXN,2011-08,0.08172204697
MXN,2011-09,0.07654799176
MXN,2011-10,0.07441638947
MXN,2011-11,0.07301668431
MXN,2011-12,0.0725973894
MXN,2012-01,0.07472222015
MXN,2012-02,0.07822706187
MXN,2012-03,0.0784172267
MXN,2012-04,0.07659372391
MXN,2012-05,0.07342197813
MXN,2012-06,0.07184269324
MXN,2012-07,0.0748290157
MXN,2012-08,0.07587656401
MXN,2012-09,0.07737841916
MXN,2012-10,0.07753380474
MXN,2012-11,0.07654681986
MXN,2012-12,0.07772967175
MXN,2013-01,0.07876248385
MXN,2013-02,0.07858607926
MXN,2013-03,0.08
MXN,2013-04,0.08192624999
MXN,2013-05,0.08130544015
MXN,2013-06,0.07713906631
MXN,2013-07,0.07836069428
MXN,2013-08,0.07744733581
MXN,2013-09,0.07659724403
MXN,2013-10,0.0769728132
MXN,2013-11,0.07657143732
MXN,2013-12,0.07686454162
MXN,2014-01,0.07563152322
MXN,2014-02,0.07522869523
MXN,2014-03,0.07579834608
MXN,2014-04,0.07652924565
MXN,2014-05,0.07732158045
MXN,2014-06,0.07696333467
MXN,2014-07,0.07697399818
MXN,2014-08,0.0760826562
MXN,2014-09,0.07554581854
MXN,2014-10,0.07418672799
MXN,2014-11,0.07344948145
MXN,2014-12,0.06886815192
MXN,2015-01,0.06804017092
MXN,2015-02,0.0670376081
MXN,2015-03,0.06562756358
MXN,2015-04,0.06581415399
MXN,2015-05,0.06544673944
MXN,2015-06,0.06460282185
MXN,2015-07,0.06269002915
MXN,2015-08,0.0604814322
MXN,2015-09,0.05938700731
MXN,2015-10,0.06035112283
MXN,2015-11,0.06013012158
MXN,2015-12,0.05858368093
MXN,2016-01,0.05535627297
MXN,2016-02,0.05424994033
MXN,2016-03,0.05672053227
MXN,2016-04,0.05720987442
MXN,2016-05,0.05513895015
MXN,2016-06,0.05360838006
MXN,2016-07,0.0537186753
MXN,2016-08,0.05412954282
MXN,2016-09,0.05196532873
MXN,2016-10,0.05293469975
MXN,2016-11,0.04997850924
MXN,2016-12,0.04878239151
MXN,2017-01,0.04674841406
MXN,2017-02,0.0492591425
MXN,2017-03,0.05186721992
MXN,2017-04,0.05328445373
MXN,2017-05,0.05328615732
MXN,2017-06,0.05515932772
MXN,2017-07,0.05615422196
MXN,2017-08,0.0561895611
MXN,2017-09,0.05608367685
MXN,2017-10,0.05313072816
MXN,2017-11,0.05282452748
MXN,2017-12,0.05214715928
MXN,2018-01,0.05287703973
MXN,2018-02,0.05362706665
MXN,2018-03,0.05379207212
MXN,2018-04,0.0543844765
MXN,2018-05,0.05114435494
MXN,2018-06,0.04929070673
MXN,2018-07,0.0526714984
MXN,2018-08,0.05301299348
MXN,2018-09,0.05263407214
MXN,2018-10,0.05209472906
MXN,2018-11,0.0493954003
MXN,2018-12,0.04975817527
MXN,2019-01,0.05216375245
MXN,2019-02,0.05209608602
MXN,2019-03,0.05196370855
MXN,2019-04,0.05273121319
MXN,2019-05,0.05232588562
MXN,2019-06,0.05188659665
MXN,2019-07,0.05250666835
MXN,2019-08,0.05080577967
MXN,2019-09,0.05115874559
MXN,2019-10,0.05176170979
MXN,2019-11,0.05174349714
MXN,2019-12,0.052349443
MXN,2020-01,0.05317282231
MXN,2020-02,0.05307207719
MXN,2020-03,0.04468574748
MXN,2020-04,0.04135683504
MXN,2020-05,0.04250977725
MXN,2020-06,0.04482917842
MXN,2020-07,0.04465242552
MXN,2020-08,0.04504159591
MXN,2020-09,0.04616528094
MXN,2020-10,0.0469915979
MXN,2020-11,0.04888397876
MXN,2020-12,0.05009919641
MXN,2021-01,0.05014743345
MXN,2021-02,0.04918935936
MXN,2021-03,0.04819277108
MXN,2021-04,0.04990617639
MXN,2021-05,0.0500891587
MXN,2021-06,0.04992162305
MXN,2021-07,0.05008414136
MXN,2021-08,0.0498132005
MXN,2021-09,0.04988501504
MXN,2021-10,0.04892391841
MXN,2021-11,0.04791612761
MXN,2021-12,0.04778744146
MXN,2022-01,0.04876288559
MXN,2022-02,0.04888111136
MXN,2022-03,0.04867506474
MXN,2022-04,0.04977402592
MXN,2022-05,0.0498566621
MXN,2022-06,0.04997476274
MXN,2022-07,0.04867032668
MXN,2022-08,0.04971908716
MXN,2022-09,0.04982834136
MXN,2022-10,0.05005706505
MXN,2022-11,0.0514025177
MXN,2022-12,0.05098191162
MXN,2023-01,0.05271342347
MXN,2023-02,0.05365728022
MXN,2023-03,0.05437974463
MXN,2023-04,0.05526449588
MXN,2023-05,0.05634151976
MXN,2023-06,0.05800228529
MXN,2023-07,0.05919646715
MXN,2023-08,0.0589042629
MXN,2023-09,0.05778109056
MXN,2023-10,0.05537435835
MXN,2023-11,0.05760567762
MXN,2023-12,0.05816422086
MXN,2024-01,0.05850279643
MXN,2024-02,0.0585010852
MXN,2024-03,0.05963278133
MXN,2024-04,0.05952097519
MXN,2024-05,0.05951211964
MXN,2024-06,0.05496136216
MXN,2024-07,0.05524800831
MXN,2024-08,0.05225151791
MXN,2024-09,0.05103004139
MXN,2024-10,0.05071431107
MXN,2024-11,0.04916880141
MXN,2024-12,0.04935444387
MXN,2025-01,0.04869331489
MXN,2025-02,0.04884529717
MXN,2025-03,0.04944742503
MXN,2025-04,0.04990343685
MXN,2025-05,0.05139459226
MXN,2025-06,0.05257540628
MXN,2025-07,0.05350855602
MXN,2025-08,0.05345792594
MXN,2025-09,0.05411577529
MXN,2025-10,0.05427526242
MXN,2025-11,0.05429087968
MXN,2025-12,0.05533789318
MXN,2026-01,0.05667456332
MXN,2026-02,0.05804504295
MXN,2026-03,0.05627462015
MXN,2026-04,0.0572921441
MXN,2026-05,0.05776940763
MXN,2026-06,0.05754004787
MXN,2026-07,0.05728787731
MXN,2026-08,0.05861355497
USD,1971-01,1
USD,1971-02,1
USD,1971-03,1
USD,1971-04,1
USD,1971-05,1
USD,1971-06,1
USD,1971-07,1
USD,1971-08,1
USD,1971-09,1
USD,1971-10,1
USD,1971-11,1
USD,1971-12,1
USD,1972-01,1
USD,1972-02,1
USD,1972-03,1
USD,1972-04,1
USD,1972-05,1
USD,1972-06,1
USD,1972-07,1
USD,1972-08,1
USD,1972-09,1
USD,1972-10,1
USD,1972-11,1
USD,1972-12,1
USD,1973-01,1
USD,1973-02,1
USD,1973-03,1
USD,1973-04,1
USD,1973-05,1
USD,1973-06,1
USD,1973-07,1
USD,1973-08,1
USD,1973-09,1
USD,1973-10,1
USD,1973-11,1
USD,1973-12,1
USD,1974-01,1
USD,1974-02,1
USD,1974-03,1
USD,1974-04,1
USD,1974-05,1
USD,1974-06,1
USD,1974-07,1
USD,1974-08,1
USD,1974-09,1
USD,1974-10,1
USD,1974-11,1
USD,1974-12,1
USD,1975-01,1
USD,1975-02,1
USD,1975-03,1
USD,1975-04,1
USD,1975-05,1
USD,1975-06,1
USD,1975-07,1
USD,1975-08,1
USD,1975-09,1
USD,1975-10,1
USD,1975-11,1
USD,1975-12,1
USD,1976-01,1
USD,1976-02,1
USD,1976-03,1
USD,1976-04,1
USD,1976-05,1
USD,1976-06,1
USD,1976-07,1
USD,1976-08,1
USD,1976-09,1
USD,1976-10,1
USD,1976-11,1
USD,1976-12,1
USD,1977-01,1
USD,1977-02,1
USD,1977-03,1
USD,1977-04,1
USD,1977-05,1
USD,1977-06,1
USD,1977-07,1
USD,1977-08,1
USD,1977-09,1
USD,1977-10,1
USD,1977-11,1
USD,1977-12,1
USD,1978-01,1
USD,1978-02,1
USD,1978-03,1
USD,1978-04,1
USD,1978-05,1
USD,1978-06,1
USD,1978-07,1
USD,1978-08,1
USD,1978-09,1
USD,1978-10,1
USD,1978-11,1
USD,1978-12,1
USD,1979-01,1
USD,1979-02,1
USD,1979-03,1
USD,1979-04,1
USD,1979-05,1
USD,1979-06,1
USD,1979-07,1
USD,1979-08,1
USD,1979-09,1
USD,1979-10,1
USD,1979-11,1
USD,1979-12,1
USD,1980-01,1
USD,1980-02,1
USD,1980-03,1
USD,1980-04,1
USD,1980-05,1
USD,1980-06,1
USD,1980-07,1
USD,1980-08,1
USD,1980-09,1
USD,1980-10,1
USD,1980-11,1
USD,1980-12,1
USD,1981-01,1
USD,1981-02,1
USD,1981-03,1
USD,1981-04,1
USD,1981-05,1
USD,1981-06,1
USD,1981-07,1
USD,1981-08,1
USD,1981-09,1
USD,1981-10,1
USD,1981-11,1
USD,1981-12,1
USD,1982-01,1
USD,1982-02,1
USD,1982-03,1
USD,1982-04,1
USD,1982-05,1
USD,1982-06,1
USD,1982-07,1
USD,1982-08,1
USD,1982-09,1
USD,1982-10,1
USD,1982-11,1
USD,1982-12,1
USD,1983-01,1
USD,1983-02,1
USD,1983-03,1
USD,1983-04,1
USD,1983-05,1
USD,1983-06,1
USD,1983-07,1
USD,1983-08,1
USD,1983-09,1
USD,1983-10,1
USD,1983-11,1
USD,1983-12,1
USD,1984-01,1
USD,1984-02,1
USD,1984-03,1
USD,1984-04,1
USD,1984-05,1
USD,1984-06,1
USD,1984-07,1
USD,1984-08,1
USD,1984-09,1
USD,1984-10,1
USD,1984-11,1
USD,1984-12,1
USD,1985-01,1
USD,1985-02,1
USD,1985-03,1
USD,1985-04,1
USD,1985-05,1
USD,1985-06,1
USD,1985-07,1
USD,1985-08,1
USD,1985-09,1
USD,1985-10,1
USD,1985-11,1
USD,1985-12,1
USD,1986-01,1
USD,1986-02,1
USD,1986-03,1
USD,1986-04,1
USD,1986-05,1
USD,1986-06,1
USD,1986-07,1
USD,1986-08,1
USD,1986-09,1
USD,1986-10,1
USD,1986-11,1
USD,1986-12,1
USD,1987-01,1
USD,1987-02,1
USD,1987-03,1
USD,1987-04,1
USD,1987-05,1
USD,1987-06,1
USD,1987-07,1
USD,1987-08,1
USD,1987-09,1
USD,1987-10,1
USD,1987-11,1
USD,1987-12,1
USD,1988-01,1
USD,1988-02,1
USD,1988-03,1
USD,1988-04,1
USD,1988-05,1
USD,1988-06,1
USD,1988-07,1
USD,1988-08,1
USD,1988-09,1
USD,1988-10,1
USD,1988-11,1
USD,1988-12,1
USD,1989-01,1
USD,1989-02,1
USD,1989-03,1
USD,1989-04,1
USD,1989-05,1
USD,1989-06,1
USD,1989-07,1
USD,1989-08,1
USD,1989-09,1
USD,1989-10,1
USD,1989-11,1
USD,1989-12,1
USD,1990-01,1
USD,1990-02,1
USD,1990-03,1
USD,1990-04,1
USD,1990-05,1
USD,1990-06,1
USD,1990-07,1
USD,1990-08,1
USD,1990-09,1
USD,1990-10,1
USD,1990-11,1
USD,1990-12,1
USD,1991-01,1
USD,1991-02,1
USD,1991-03,1
USD,1991-04,1
USD,1991-05,1
USD,1991-06,1
USD,1991-07,1
USD,1991-08,1
USD,1991-09,1
USD,1991-10,1
USD,1991-11,1
USD,1991-12,1
USD,1992-01,1
USD,1992-02,1
USD,1992-03,1
USD,1992-04,1
USD,1992-05,1
USD,1992-06,1
USD,1992-07,1
USD,1992-08,1
USD,1992-09,1
USD,1992-10,1
USD,1992-11,1
USD,1992-12,1
USD,1993-01,1
USD,1993-02,1
USD,1993-03,1
USD,1993-04,1
USD,1993-05,1
USD,1993-06,1
USD,1993-07,1
USD,1993-08,1
USD,1993-09,1
USD,1993-10,1
USD,1993-11,1
USD,1993-12,1
USD,1994-01,1
USD,1994-02,1
USD,1994-03,1
USD,1994-04,1
USD,1994-05,1
USD,1994-06,1
USD,1994-07,1
USD,1994-08,1
USD,1994-09,1
USD,1994-10,1
USD,1994-11,1
USD,1994-12,1
USD,1995-01,1
USD,1995-02,1
USD,1995-03,1
USD,1995-04,1
USD,1995-05,1
USD,1995-06,1
USD,1995-07,1
USD,1995-08,1
USD,1995-09,1
USD,1995-10,1
USD,1995-11,1
USD,1995-12,1
USD,1996-01,1
USD,1996-02,1
USD,1996-03,1
USD,1996-04,1
USD,1996-05,1
USD,1996-06,1
USD,1996-07,1
USD,1996-08,1
USD,1996-09,1
USD,1996-10,1
USD,1996-11,1
USD,1996-12,1
USD,1997-01,1
USD,1997-02,1
USD,1997-03,1
USD,1997-04,1
USD,1997-05,1
USD,1997-06,1
USD,1997-07,1
USD,1997-08,1
USD,1997-09,1
USD,1997-10,1
USD,1997-11,1
USD,1997-12,1
USD,1998-01,1
USD,1998-02,1
USD,1998-03,1
USD,1998-04,1
USD,1998-05,1
USD,1998-06,1
USD,1998-07,1
USD,1998-08,1
USD,1998-09,1
USD,1998-10,1
USD,1998-11,1
USD,1998-12,1
USD,1999-01,1
USD,1999-02,1
USD,1999-03,1
USD,1999-04,1
USD,1999-05,1
USD,1999-06,1
USD,1999-07,1
USD,1999-08,1
USD,1999-09,1
USD,1999-10,1
USD,1999-11,1
USD,1999-12,1
USD,2000-01,1
USD,2000-02,1
USD,2000-03,1
USD,2000-04,1
USD,2000-05,1
USD,2000-06,1
USD,2000-07,1
USD,2000-08,1
USD,2000-09,1
USD,2000-10,1
USD,2000-11,1
USD,2000-12,1
USD,2001-01,1
USD,2001-02,1
USD,2001-03,1
USD,2001-04,1
USD,2001-05,1
USD,2001-06,1
USD,2001-07,1
USD,2001-08,1
USD,2001-09,1
USD,2001-10,1
USD,2001-11,1
USD,2001-12,1
USD,2002-01,1
USD,2002-02,1
USD,2002-03,1
USD,2002-04,1
USD,2002-05,1
USD,2002-06,1
USD,2002-07,1
USD,2002-08,1
USD,2002-09,1
USD,2002-10,1
USD,2002-11,1
USD,2002-12,1
USD,2003-01,1
USD,2003-02,1
USD,2003-03,1
USD,2003-04,1
USD,2003-05,1
USD,2003-06,1
USD,2003-07,1
USD,2003-08,1
USD,2003-09,1
USD,2003-10,1
USD,2003-11,1
USD,2003-12,1
USD,2004-01,1
USD,2004-02,1
USD,2004-03,1
USD,2004-04,1
USD,2004-05,1
USD,2004-06,1
USD,2004-07,1
USD,2004-08,1
USD,2004-09,1
USD,2004-10,1
USD,2004-11,1
USD,2004-12,1
USD,2005-01,1
USD,2005-02,1
USD,2005-03,1
USD,2005-04,1
USD,2005-05,1
USD,2005-06,1
USD,2005-07,1
USD,2005-08,1
USD,2005-09,1
USD,2005-10,1
USD,2005-11,1
USD,2005-12,1
USD,2006-01,1
USD,2006-02,1
USD,2006-03,1
USD,2006-04,1
USD,2006-05,1
USD,2006-06,1
USD,2006-07,1
USD,2006-08,1
USD,2006-09,1
USD,2006-10,1
USD,2006-11,1
USD,2006-12,1
USD,2007-01,1
USD,2007-02,1
USD,2007-03,1
USD,2007-04,1
USD,2007-05,1
USD,2007-06,1
USD,2007-07,1
USD,2007-08,1
USD,2007-09,1
USD,2007-10,1
USD,2007-11,1
USD,2007-12,1
USD,2008-01,1
USD,2008-02,1
USD,2008-03,1
USD,2008-04,1
USD,2008-05,1
USD,2008-06,1
USD,2008-07,1
USD,2008-08,1
USD,2008-09,1
USD,2008-10,1
USD,2008-11,1
USD,2008-12,1
USD,2009-01,1
USD,2009-02,1
USD,2009-03,1
USD,2009-04,1
USD,2009-05,1
USD,2009-06,1
USD,2009-07,1
USD,2009-08,1
USD,2009-09,1
USD,2009-10,1
USD,2009-11,1
USD,2009-12,1
USD,2010-01,1
USD,2010-02,1
USD,2010-03,1
USD,2010-04,1
USD,2010-05,1
USD,2010-06,1
USD,2010-07,1
USD,2010-08,1
USD,2010-09,1
USD,2010-10,1
USD,2010-11,1
USD,2010-12,1
USD,2011-01,1
USD,2011-02,1
USD,2011-03,1
USD,2011-04,1
USD,2011-05,1
USD,2011-06,1
USD,2011-07,1
USD,2011-08,1
USD,2011-09,1
USD,2011-10,1
USD,2011-11,1
USD,2011-12,1
USD,2012-01,1
USD,2012-02,1
USD,2012-03,1
USD,2012-04,1
USD,2012-05,1
USD,2012-06,1
USD,2012-07,1
USD,2012-08,1
USD,2012-09,1
USD,2012-10,1
USD,2012-11,1
USD,2012-12,1
USD,2013-01,1
USD,2013-02,1
USD,2013-03,1
USD,2013-04,1
USD,2013-05,1
USD,2013-06,1
USD,2013-07,1
USD,2013-08,1
USD,2013-09,1
USD,2013-10,1
USD,2013-11,1
USD,2013-12,1
USD,2014-01,1
USD,2014-02,1
USD,2014-03,1
USD,2014-04,1
USD,2014-05,1
USD,2014-06,1
USD,2014-07,1
USD,2014-08,1
USD,2014-09,1
USD,2014-10,1
USD,2014-11,1
USD,2014-12,1
USD,2015-01,1
USD,2015-02,1
USD,2015-03,1
USD,2015-04,1
USD,2015-05,1
USD,2015-06,1
USD,2015-07,1
USD,2015-08,1
USD,2015-09,1
USD,2015-10,1
USD,2015-11,1
USD,2015-12,1
USD,2016-01,1
USD,2016-02,1
USD,2016-03,1
USD,2016-04,1
USD,2016-05,1
USD,2016-06,1
USD,2016-07,1
USD,2016-08,1
USD,2016-09,1
USD,2016-10,1
USD,2016-11,1
USD,2016-12,1
USD,2017-01,1
USD,2017-02,1
USD,2017-03,1
USD,2017-04,1
USD,2017-05,1
USD,2017-06,1
USD,2017-07,1
USD,2017-08,1
USD,2017-09,1
